,node_name,date,RPM,FUELRATE,ENGINE_LOAD,ENGTEMP,ENGOILPRES,wind_velocity,alignment_factor,signal_instance
189,"12-10, Drottning Silvia",2024-07-16,0.027699508,0.0096795745,0.013007912,0.03175868,0.027737757,0.008636786,0.04234036,0.2600316
190,"12-10, Drottning Silvia",2024-07-24,0.013382618,0.022761187,0.01791607,0.0058468943,0.010916714,0.0025724052,0.031699233,0.25242245
191,"12-10, Drottning Silvia",2024-07-26,0.009745066,0.01392403,0.012307457,0.0089061875,0.008654483,0.0056011667,0.030978484,0.25485396
192,"12-10, Drottning Silvia",2024-07-27,0.00723735,0.010411146,0.009049069,0.0036252062,0.006973672,0.0029658873,0.022885356,0.25131184
193,"12-10, Drottning Silvia",2024-07-28,0.010343176,0.012450276,0.0098083485,0.0037647174,0.005174258,0.0030645598,0.02889616,0.25092652
194,"12-11, Lovisa Åstrand",2024-03-20,0.0062470245,0.0074066333,0.0074453624,0.008409531,0.020938933,0.0024287119,0.05585409,0.2516093
195,"12-11, Lovisa Åstrand",2024-03-23,0.0047160843,0.0043468564,0.006271332,0.012642937,0.02261046,0.0073660146,0.04471465,0.25229555
196,"12-11, Lovisa Åstrand",2024-03-24,0.0020635473,0.0018878967,0.0046030944,0.0032643185,0.0063673533,0.002822563,0.03971955,0.24995297
197,"12-11, Lovisa Åstrand",2024-03-25,0.0027955447,0.0019094775,0.0025586947,0.026360864,0.009525236,0.00066959875,0.03422765,0.2559049
198,"12-11, Lovisa Åstrand",2024-04-01,0.0062931906,0.008905092,0.008773395,0.047146436,0.01903257,0.0082451925,0.046810135,0.25851738
199,"12-11, Lovisa Åstrand",2024-04-05,0.0031240208,0.004085967,0.008406024,0.0066741034,0.0076505863,0.009429702,0.037196156,0.25875983
200,"12-11, Lovisa Åstrand",2024-04-07,0.012810133,0.011552291,0.010957386,0.024025269,0.014328452,0.009078849,0.03817441,0.24896784
201,"12-11, Lovisa Åstrand",2024-04-08,0.034828007,0.03675633,0.023024542,0.087070316,0.043481857,0.035000138,0.10728535,0.32235387
202,"12-11, Lovisa Åstrand",2024-04-14,0.026881807,0.023680612,0.00702133,0.011594117,0.013064298,0.22906604,0.057035793,0.25257975
203,"12-11, Lovisa Åstrand",2024-04-20,0.0058668484,0.023643754,0.0136322295,0.029837003,0.016497819,0.006460361,0.044782862,0.25494355
204,"12-11, Lovisa Åstrand",2024-04-21,0.0026373626,0.003290181,0.0063346005,0.062299408,0.05571324,0.0059744767,0.023482498,0.2583552
205,"12-11, Lovisa Åstrand",2024-04-28,0.0060815904,0.010013263,0.009479868,0.004846652,0.014556977,0.006856605,0.056410816,0.2576843
206,"12-11, Lovisa Åstrand",2024-05-06,0.003825477,0.002621958,0.004298916,0.008246462,0.007791835,0.006015021,0.0624404,0.25238463
207,"12-11, Lovisa Åstrand",2024-05-11,0.007824824,0.010793354,0.00944785,0.0027971598,0.014877687,0.0033044852,0.0380559,0.24914616
208,"12-11, Lovisa Åstrand",2024-05-13,0.010217564,0.01757267,0.011566838,0.018058898,0.015605057,0.009268532,0.040175073,0.2681386
209,"12-11, Lovisa Åstrand",2024-05-23,0.003752169,0.001957194,0.0065149833,0.00651462,0.008235051,0.0043651653,0.05368146,0.2573745
210,"12-11, Lovisa Åstrand",2024-05-27,0.01176071,0.017089631,0.013251177,0.021388387,0.017446103,0.009623301,0.055995014,0.26954454
211,"12-11, Lovisa Åstrand",2024-06-10,0.011274252,0.023031771,0.0125192,0.014074048,0.016559033,0.05211569,0.071519874,0.253124
212,"12-11, Lovisa Åstrand",2024-06-24,0.011918316,0.017175104,0.01295397,0.017327774,0.013302742,0.010083657,0.041722465,0.25823593
213,"12-11, Lovisa Åstrand",2024-07-01,0.015690198,0.026340092,0.017385138,0.01764898,0.015229764,0.013742873,0.047364093,0.25922433
214,"12-11, Lovisa Åstrand",2024-07-02,0.01729898,0.030555328,0.020179078,0.013262603,0.016707795,0.017741166,0.044500742,0.25382927
215,"12-11, Lovisa Åstrand",2024-07-03,0.0064527146,0.014436567,0.008251657,0.0043408102,0.014714536,0.010346918,0.04767966,0.25206065
216,"12-11, Lovisa Åstrand",2024-07-04,0.0034032657,0.0029362566,0.0025268288,0.003117763,0.012318681,0.010480761,0.027128186,0.25470802
217,"12-11, Lovisa Åstrand",2024-07-05,0.0089822905,0.014835061,0.009145742,0.007899488,0.016572451,0.026107853,0.03204705,0.25374255
218,"12-11, Lovisa Åstrand",2024-07-06,0.015483276,0.022839326,0.018554237,0.020824343,0.018280558,0.026063468,0.047803394,0.26463908
219,"12-11, Lovisa Åstrand",2024-07-07,0.008562933,0.017028948,0.009322959,0.006968074,0.014616731,0.030391408,0.05141822,0.25049862
220,"12-11, Lovisa Åstrand",2024-07-11,0.008445737,0.017604345,0.011981846,0.0062840744,0.01610705,0.0044592074,0.037778664,0.251376
221,"12-11, Lovisa Åstrand",2024-07-12,0.014605671,0.027711349,0.015478937,0.028377322,0.02178662,0.01216994,0.03871007,0.27680835
222,"12-11, Lovisa Åstrand",2024-07-15,0.014466339,0.02792664,0.018187637,0.02624151,0.021563988,0.012666953,0.05269041,0.27181467
223,"12-11, Lovisa Åstrand",2024-07-18,0.011812951,0.030873023,0.016794955,0.008797323,0.01530751,0.027209029,0.04297432,0.25235057
224,"12-11, Lovisa Åstrand",2024-07-19,0.008660715,0.025489008,0.014597728,0.0061362525,0.018490376,0.007916294,0.03913346,0.2539009
225,"12-11, Lovisa Åstrand",2024-07-20,0.00995921,0.017464103,0.012512655,0.010435315,0.019630091,0.008573196,0.028711285,0.258387
226,"12-11, Lovisa Åstrand",2024-07-21,0.0050222366,0.0072614537,0.006137517,0.009283471,0.00981345,0.006973831,0.03650484,0.26043814
227,"12-11, Lovisa Åstrand",2024-07-23,0.0070638387,0.026724307,0.014195608,0.007878133,0.016625267,0.004725643,0.03815888,0.25226918
228,"12-11, Lovisa Åstrand",2024-07-24,0.012314057,0.02151268,0.014678551,0.007834866,0.021903781,0.0070759226,0.060005244,0.25479707
229,"12-11, Lovisa Åstrand",2024-07-25,0.006997669,0.009209752,0.008291522,0.0057531926,0.0120631615,0.005444689,0.032154206,0.25212455
230,"12-11, Lovisa Åstrand",2024-07-28,0.011646538,0.026026564,0.011833262,0.00997937,0.011784712,0.043130964,0.061651386,0.25014234
